name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB,season
El Hadji Diouf,Blackburn,sn,35,"D(C),M(CLR),FW",183,73,24(2),1946,3,2,3,0,0.8,71.6,1,0,1.2,1.4,1.1,0,0.7,0.6,0,0,0.9,0.5,1.5,0.3,1.9,0,26.3,0.9,0.8,0.1,2009-10
Paul Gallagher,Blackburn,sct,32,M(CR),183,79,0(1),16,0,0,1,0,0,100,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2009-10
Paul Robinson,Blackburn,eng,36,GK,195,92,35,3086,0,1,1,0,0,34.3,0.1,2,0,0,0,0,1.5,0,0,0,0.3,0,0.1,0,0,0,33,0,10.5,0,2009-10
Ryan Nelsen,Blackburn,nz,38,D(C),185,77,25(3),2271,4,1,3,0,0.6,64.8,3.3,1,1.6,1.8,1.1,0.8,11.5,0.4,0.8,0,0.4,0.1,0.6,0.1,0.1,0,22.9,0,1.5,0,2009-10
Stephen Warnock,Blackburn,eng,34,D(CL),175,75,1,90,0,0,1,0,0,74.1,0,0,2,5,1,1,1,2,0,0,0,1,1,0,0,0,27,0,1,0,2009-10
Morten Gamst Pedersen,Blackburn,no,35,"D(C),M(C),FW",180,70,27(6),2424,3,7,5,0,1.8,58.3,1.3,2,1.8,2.6,1.4,0,0.9,1,0.1,0,1.8,0.1,1.1,0.4,1.5,0,27.4,1.3,1.3,0.1,2009-10
Pascal Chimbonda,Blackburn,fr,37,D(CR),182,75,22(2),1974,1,1,3,0,0.3,72.8,2.3,1,1.8,1.8,0.4,0.3,4.8,0.4,0.5,0,0.3,0.5,1.3,0,0.7,0,31,0.3,1,0,2009-10
Keith Andrews,Blackburn,ie,36,M(C),183,78,22(10),2115,1,0,4,0,1.1,67.3,0.8,0,2.1,1.8,1.2,0,1.5,1.2,0.3,0,0.6,0.3,0.5,0,0.7,0,24.5,0.2,1.5,0.1,2009-10
Steven N'Zonzi,Blackburn,fr,27,M(C),190,75,33,2868,2,0,6,0,1.2,68.2,6.1,2,2.1,1.9,2,0,2.2,0.5,0.3,0,0.5,0.3,0.6,0.1,0.6,0,40.8,0.1,2.5,0.1,2009-10
Junior Hoilett,Blackburn,ca,26,M(CLR),173,70,8(15),942,0,0,0,0,1.1,75,0.4,0,1.2,1.3,0.8,0,0.2,0.6,0,0,0.5,0.4,0.6,0.1,0.9,0,10.8,0,0,0.2,2009-10
Martin Olsson,Blackburn,se,28,D(L),170,81,19(2),1721,1,0,1,0,1.4,66.2,1.7,1,1.3,1.3,0.8,0,2.3,0.2,0.2,0,0.6,0.7,1.8,0.4,0.9,0,19.1,0.6,0.8,0,2009-10
Yildiray Bastürk,Blackburn,tr,37,Midfielder,168,68,1,46,0,0,0,0,0,72.2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,18,1,1,0,2009-10
Amine Linganzi,Blackburn,fr,26,Midfielder,186,81,1,46,0,0,0,0,0,62.5,2,0,0,3,0,0,3,0,1,0,0,0,0,0,2,0,16,0,0,0,2009-10
Phil Jones,Blackburn,eng,24,"D(CR),DMC",185,72,7(2),662,0,0,0,0,0.6,58.4,2.1,1,2.4,1.9,0.6,0.4,10.1,0.6,0.4,0,0,0,0.9,0,0,0,13.9,0,0.9,0,2009-10
Christopher Samba,Blackburn,cg,32,D(C),193,100,30,2597,4,0,4,1,1.6,63,4.3,2,2,1.7,1.5,0.8,11.5,0.4,0.8,0,0.5,0.5,0.6,0.1,0.3,0,22.9,0,1.5,0,2009-10
Brett Emerton,Blackburn,au,37,"D(C),DMC,M(R)",185,88,17(7),1420,0,1,2,0,0.8,77.4,0.6,0,0.9,1,0.8,0,0.4,0.2,0.1,0,0.4,0.5,0.4,0.2,1.1,0,22.7,0.4,1.1,0.1,2009-10
Míchel Salgado,Blackburn,es,40,D(R),176,75,16(5),1436,0,1,3,0,0.2,64.1,0.4,0,2.4,1.7,1.3,0.1,3,0.8,0.3,0,0.6,0,0.6,0,0.4,0,19.4,0.3,0.5,0,2009-10
David Dunn,Blackburn,eng,36,AM(C),178,78,20(3),1720,9,2,7,0,1.7,67.6,0.4,2,1,1.3,1.4,0,0.2,0.9,0.1,0,1.6,1.2,1.7,0.5,1.9,0,28.2,1.3,1.8,0.2,2009-10
Benni McCarthy,Blackburn,za,38,FW,183,80,7(7),711,1,3,2,0,2.4,73.6,0.5,0,0.8,0.4,0.8,0,0.1,0.2,0,0,1,0.6,0.9,0.6,2.2,0,18.4,0.5,1.1,0.1,2009-10
Vince Grella,Blackburn,au,36,AM(R),183,79,10(5),955,0,0,1,1,0.5,66.5,0.5,0,1.9,2.3,1.6,0.1,0.7,0.6,0.3,0,0.5,0.3,0.8,0,0.5,0,31.9,0.2,2.9,0,2009-10
Nikola Kalinic,Blackburn,hr,28,FW,187,80,14(12),1451,2,1,2,0,1.4,68.1,0.3,0,0.4,0.1,1.7,0,0.1,0.1,0,0,0.3,0.2,1.3,0.8,1.2,0,8.8,0,0.1,0.1,2009-10
Jason Brown,Blackburn,wls,34,Goalkeeper,183,84,3(1),334,0,0,0,0,0,45.5,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.3,0,27.5,0,12,0,2009-10
Jason Roberts,Blackburn,gd,38,FW,185,79,15(14),1548,5,3,1,0,1.1,71.1,0.1,2,0.6,0.1,1.1,0,0.1,0.1,0,0,0.6,0.3,1.8,0.7,1.5,0,9.7,0.1,0.1,0,2009-10
Danny Webber,Portsmouth,eng,34,Forward,178,71,4(13),464,1,1,1,0,0.4,84.3,0.1,0,0.2,0.6,0.2,0,0.2,0.1,0,0,0.3,0.4,0.2,0.4,0.7,0,11.6,0.2,0.1,0,2009-10
Marc Wilson,Portsmouth,ie,29,"D(CL),DMC",188,80,28,2411,0,1,2,0,0.4,70.4,1.6,0,1.6,1.5,1.1,0.9,6.9,0.6,1.2,1,0.3,0.1,0.6,0,0.4,0,28.5,0,2.9,0,2009-10
Angelos Basinas,Portsmouth,gr,40,D(C),180,69,7(5),771,0,0,3,0,0.5,81.9,0.3,0,1.8,1.8,0.6,0.1,1.3,1.4,0.2,0,1.1,0,0.3,0,0.8,0,37.3,0.6,2.6,0,2009-10
Matt Ritchie,Portsmouth,sct,27,AM(CLR),173,70,1(1),81,0,0,0,0,1.5,80,0.5,0,0.5,1,0,0,0,1,0,0,0,0,1.5,0,1,0,10,0.5,0,0,2009-10
Aaron Mokoena,Portsmouth,za,35,"D(CL),FW",183,78,21(2),1733,0,0,7,0,0.4,79.2,1,0,1.4,1.9,1.5,0.1,3.7,0.5,0.4,0,0.4,0.1,0.8,0,0.6,0,28.4,0,1.7,0,2009-10
Papa Bouba Diop,Portsmouth,sn,38,M(C),193,93,9(3),717,0,0,1,0,0.5,79.5,2.1,0,1.5,1.5,1.8,0.1,2.6,0.3,0,0,0.3,0.7,1.5,0.1,0.6,0,21.9,0,1.3,0.1,2009-10
Hayden Mullins,Portsmouth,eng,37,D(C),183,67,15(3),1316,0,0,3,0,0.4,83.7,0.6,0,1.8,1.1,0.7,0.1,1.9,0.7,0.2,0,0.5,0,0.5,0,0.6,0,28.9,0.1,1.2,0,2009-10
Tal Ben Haim,Portsmouth,il,34,D(C),183,74,21(1),1913,0,0,4,0,0.4,79.9,1.2,1,3.2,2.2,1.5,0.6,7.1,1,0.6,0,0.3,0.4,0.6,0,0.4,0,28.7,0,2,0,2009-10
David Nugent,Portsmouth,eng,31,"M(C),FW",180,76,0(3),29,0,0,0,0,1,86.7,0.7,0,0.3,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,5,0,0,0,2009-10
Hermann Hreidarsson,Portsmouth,is,42,"D(C),DMC",191,82,17,1415,1,0,2,0,0.4,61.3,1.7,0,1.1,1.4,1.1,0.6,5,0.5,0.3,0,0.1,0.4,0.4,0,0.3,0,27.2,0.1,2,0.1,2009-10
Steve Finnan,Portsmouth,ie,40,D(R),178,73,20(1),1810,0,0,2,0,0,71.5,1,0,2.3,1.9,0.6,0.2,5,0.4,0.3,0,0.6,0,0.5,0,0.7,0,32.2,0.4,1.4,0,2009-10
Asmir Begovic,Portsmouth,ba,29,GK,198,83,8(1),736,0,0,0,0,0,44.5,0.1,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,21.2,0,7.6,0,2009-10
Kevin-Prince Boateng,Portsmouth,gh,29,"M(CR),FW",186,86,20(2),1847,3,2,7,0,3.4,79.5,0.9,2,1.9,1.7,2.4,0,1.1,1,0.1,0,1.8,1,2.1,0.4,2.7,0,33.9,0.5,1,0.5,2009-10
Jamie O'Hara,Portsmouth,eng,29,M(C),180,72,25(1),2257,2,4,8,0,3.1,80.2,0.7,0,1.8,1.8,1.1,0,1,0.8,0.3,0,2.3,0.7,1.2,0.1,1.8,0,54.3,1.8,4.3,0.2,2009-10
Nadir Belhadj,Portsmouth,dz,34,"D(C),DMC",175,67,16(3),1468,3,2,2,0,0.9,80.3,0.2,0,2.5,1.6,0.4,0.2,1.3,0.8,0.2,0,1.5,0.7,0.4,0,1,0,36.3,1.3,1.6,0.1,2009-10
Niko Kranjcar,Portsmouth,hr,32,M(CL),185,84,4,360,0,0,0,0,2.5,78.9,0,0,2.5,2,1.5,0,0.3,2.5,0,0,1.8,0.3,1.8,0,2,0,40.3,1.5,2.3,0.3,2009-10
Anthony Vanden Borre,Portsmouth,be,28,D(R),190,78,15(4),1325,0,2,1,1,0.6,73.5,0.3,0,2.8,2.2,1.2,0.2,1.8,0.8,0.3,1,0.7,1,0.9,0.1,1.4,0,23.3,0.2,0.5,0.1,2009-10
David James,Portsmouth,eng,46,GK,196,88,25,2234,0,0,3,0,0,42.2,0.1,2,0,0,0.1,0,1.1,0,0,0,0.1,0,0,0,0,0,29.1,0,9.8,0,2009-10
John Utaka,Portsmouth,ng,34,"M(L),FW",180,82,10(8),1048,1,2,1,0,1.8,79,0.4,0,0.6,0.5,0.7,0,0.1,0.1,0.1,0,1.1,0.9,1.1,0.6,1.4,0,15.3,0.2,0.4,0.2,2009-10
Frédéric Piquionne,Portsmouth,fr,37,FW,188,78,26(8),2282,5,2,2,0,1.8,66.2,3.9,0,0.6,0.4,1.1,0.1,1.1,0.2,0.1,0,0.9,0.6,0.6,1.1,1.4,0,20.4,0.1,0.5,0.1,2009-10
Kanu,Portsmouth,ng,40,FW,197,80,6(17),818,2,2,0,0,0.6,79.3,0.3,0,0.3,0.2,0.4,0,0.5,0.3,0,0,0.7,0.3,0.9,0.3,0.9,0,13.4,0,0.3,0.1,2009-10
Younes Kaboul,Portsmouth,fr,30,D(C),182,75,19,1710,3,0,3,1,1.6,64.2,3.5,1,1.9,3.3,0.8,0.9,11.2,0.5,0.5,1,0.5,0.6,0.8,0.1,0.4,0,27.5,0.2,2.3,0,2009-10
Sylvain Distin,Portsmouth,fr,38,D(C),193,87,3,270,0,0,0,0,0,80.3,1,0,2.7,4,0,0.3,10,0,0.3,0,0,0.3,1,0,0,0,39,0,3,0,2009-10
Jamie Ashdown,Portsmouth,eng,35,GK,178,79,5(1),451,0,0,0,0,0,43.4,0.2,2,0,0,0,0,1,0,0,0,0,0,0.2,0,0,0,29.2,0,10.5,0,2009-10
Michael Brown,Portsmouth,eng,39,M(C),175,76,22(2),1932,2,4,4,1,0.9,76.4,0.2,0,2.8,2,2,0.1,1.3,1.2,0.3,0,0.9,0.3,1.6,0,0.9,0,35.8,0.4,2.2,0.1,2009-10
Hassan Yebda,Portsmouth,dz,32,M(C),187,77,15(3),1279,2,0,2,0,1.1,77.9,1.2,1,1.9,1.2,1.6,0,1.2,0.7,0,0,0.5,0.3,0.8,0.1,1.7,0,28.7,0.2,1.2,0,2009-10
Richard Hughes,Portsmouth,sct,37,M(C),175,82,9(1),782,0,0,5,0,0.5,84.4,0.4,0,3.6,2,1.7,0.1,2.7,1.1,0.5,0,0,0.2,1.2,0,0.6,0,31.4,0,1.6,0,2009-10
Ricardo Rocha,Portsmouth,pt,37,D(C),183,80,10,725,0,0,0,2,0.1,77,1,0,1.4,2.2,0.5,0.5,7.6,0.4,0.8,0,0,0,0.8,0.1,0.3,0,20,0,0.5,0,2009-10
Lennard Sowah,Portsmouth,,24,Defender,185,80,3(2),340,0,0,0,0,0,65.6,0.4,0,3.4,1.2,0.8,0.2,3.4,2.2,0,0,0.4,0.4,0.6,0,0.6,0,18.6,0,0.6,0,2009-10
Joel Ward,Portsmouth,eng,26,"D(LR),DMC",180,80,1(2),145,0,0,0,0,0.7,52.9,1,0,1.3,0,0.3,0,6.7,0,0.3,0,0,0,1,0,0.3,0,11.3,0,0.7,0,2009-10
Aruna Dindane,Portsmouth,ci,35,AM(C),174,72,18(1),1479,8,2,5,0,2.5,75.9,0.3,3,0.8,0.8,1.9,0,0.1,0.4,0.1,0,1,1.3,3.1,0.4,2.2,0,18.5,0.3,0.5,0.1,2009-10
Tommy Smith,Portsmouth,eng,36,"M(C),FW",175,71,12(4),1029,1,1,0,0,1.7,76.8,0.8,0,0.5,0.9,0.4,0.1,0.4,0.3,0.2,0,1.1,0.5,0.6,0.1,1.3,0,19.4,0.5,0.3,0.1,2009-10
Quincy Owusu-Abeyie,Portsmouth,gh,30,AM(L),180,72,3(7),357,0,0,0,0,0.9,80.8,0.1,0,0.5,0.3,0,0,0.1,0.1,0,0,0.3,0.8,0.6,0.3,1,0,12,0.1,0.2,0,2009-10
Nigel Reo-Coker,Aston Villa,eng,32,"D(R),M(C)",176,78,6(4),526,0,0,1,0,0.4,82.5,0,0,1.8,0.9,0.9,0.1,0.4,0.4,0.2,0,0.3,0.5,0.6,0.1,1,0,16,0,1.4,0,2009-10
Ashley Young,Aston Villa,eng,31,"D(R),M(LR)",180,65,37,3304,5,7,6,0,1.7,69,0.2,0,1.6,1.4,1.4,0,0.4,0.6,0.1,0,1.8,0.8,2,0.2,1.9,0,25.6,2.2,1.6,0.1,2009-10
Marc Albrighton,Aston Villa,eng,26,M(LR),175,67,0(3),57,0,0,0,0,0,71.4,0,0,1,1,0.3,0,0.3,0.7,0.3,0,0.3,0.7,0,0,0.3,0,4.7,0.7,0.7,0,2009-10
Brad Friedel,Aston Villa,us,45,GK,191,92,38,3420,0,0,0,0,0,46.6,0.1,2,0,0,0,0,1.4,0,0,0,0.1,0,0.1,0,0,0,23.9,0,8.7,0,2009-10
Stilian Petrov,Aston Villa,bg,37,"D(C),M(CR),FW",183,69,37,3272,0,1,11,0,1,81.1,1.1,4,3.9,2.8,1.2,0,2,1.3,0.8,0,0.8,0.6,2.3,0,1.2,0,38.2,0.1,2.7,0.1,2009-10
Stephen Warnock,Aston Villa,eng,34,D(CL),175,75,30,2596,0,3,2,0,0.3,74.4,1.3,1,2.6,2.1,0.7,0.1,4.2,1,0.5,0,0.9,0.1,0.8,0,0.4,0,40.7,0.9,2.7,0,2009-10
Emile Heskey,Aston Villa,eng,38,FW,188,82,16(15),1299,3,2,2,0,0.9,66.3,2.9,0,0.9,0.5,1.1,0,1.1,0.2,0.1,0,0.6,0.1,1,0.1,0.6,0,15.9,0,0.5,0.1,2009-10
Habib Beye,Aston Villa,sn,38,D(R),183,79,5(1),442,0,0,0,1,0,71.5,1.2,0,1.3,1.7,0.8,0,5.3,0.2,0.5,0,0.5,0.2,0.2,0.2,0.7,0,25.2,0.5,1.2,0,2009-10
Gabriel Agbonlahor,Aston Villa,eng,29,"AM(LR),FW",178,76,35(1),3083,13,3,3,0,1.8,73.6,0.8,3,0.6,0.3,1.5,0,0.2,0.4,0.1,0,0.9,0.6,1.7,1,2.8,0,19.9,0.3,0.6,0,2009-10
Carlos Cuéllar,Aston Villa,es,35,D(C),190,84,36,3240,2,1,6,1,0.4,69.2,2.2,5,3.7,2,0.9,0.3,8.3,1,0.8,0,0.4,0.3,0.4,0,0.5,0,32.3,0.4,2,0,2009-10
John Carew,Aston Villa,no,37,"AM(L),FW",193,89,22(11),2107,10,3,2,0,2,58.5,3.4,2,0.8,0.8,2.1,0,1.5,0.2,0.1,0,0.5,0.5,0.6,0.6,2.2,0,20.6,0,0.1,0,2009-10
Nathan Delfouneso,Aston Villa,eng,25,"AM(LR),FW",175,69,0(9),187,1,0,0,0,0.7,71.4,0.4,0,0.2,0.2,0.2,0,0.2,0.1,0,0,0,0.4,0.2,0.1,1,0,5.4,0.1,0.1,0,2009-10
Nicky Shorey,Aston Villa,eng,35,D(L),175,67,3,270,0,1,0,0,0.3,77.7,0,0,2,2.7,0,0,2.7,1,0.7,0,1,0.7,0,0,0.7,0,43.3,1.3,5.3,0.3,2009-10
Fabian Delph,Aston Villa,eng,26,M(CL),174,60,4(4),292,0,0,3,0,0.4,84.4,0.3,0,2,0.8,0.9,0,1,0.1,0.4,0,0.1,0.5,0.6,0,0.9,0,18.4,0.1,1,0,2009-10
Curtis Davies,Aston Villa,eng,31,D(C),188,76,2,180,1,0,0,0,1,59.5,1,1,2,2,0.5,0,11,0.5,1,0,0,0.5,0.5,0,0,0,18.5,0,0,0,2009-10
Steve Sidwell,Aston Villa,eng,33,M(C),178,70,12(13),1216,0,1,3,0,1.2,75.5,0.6,0,1.5,1.5,1.2,0,1.5,0.7,0.4,0,0.2,0.2,0.3,0,0.7,0,15.2,0,0.7,0,2009-10
Stewart Downing,Aston Villa,eng,32,M(CLR),180,64,23(2),2074,2,1,1,0,1.8,81.3,0.2,1,1.4,1.4,0.3,0,0.6,0.4,0.1,0,1.8,0.6,0.4,0.1,1.2,0,34.5,1.8,2.7,0.1,2009-10
James Collins,Aston Villa,wls,33,D(C),188,83,26(1),2367,1,0,2,0,1.1,71.6,3.9,2,1.3,2.1,1.1,0.7,9.9,0.6,1.7,1,0.3,0.1,0.4,0,0.1,0,32.2,0.1,2.7,0,2009-10
Ciaran Clark,Aston Villa,ie,26,D(CL),188,76,1,90,0,0,0,0,1,84.8,2,0,3,3,0,0,7,1,2,0,0,0,1,0,0,0,33,0,1,0,2009-10
Craig Gardner,Aston Villa,eng,29,"D(R),M(CLR)",178,76,0(1),4,0,0,1,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2009-10
James Milner,Aston Villa,eng,30,M(CLR),175,70,36,3175,7,12,5,0,1.8,75.6,0.4,2,2.6,1.8,1.4,0,0.9,0.9,0.4,1,1.9,0.7,1.6,0.1,2.3,0,42.1,1.7,3.4,0.1,2009-10
Richard Dunne,Aston Villa,ie,36,D(C),188,89,35,3132,3,0,7,0,0.6,74.5,4.1,1,2.4,2.3,1.1,0.6,10.7,0.4,1.3,1,0.2,0.2,0.4,0,0.2,0,32.1,0,3.5,0,2009-10
Luke Young,Aston Villa,eng,37,D(CR),183,77,14(2),1288,0,0,4,0,0.3,73.7,1.1,0,3,1.9,1.2,0.4,4.1,0.9,0.5,0,0.4,0.3,0.4,0.1,0.5,0,29.7,0.4,1.2,0,2009-10
Javier Mascherano,Liverpool,ar,32,"D(C),M(C)",174,73,31(3),2756,0,0,9,2,0.8,83,0.6,0,5.2,2.9,2,0,1,1.4,0.3,0,0.8,0.5,1.9,0,1.3,0,62.2,0.1,7.2,0,2009-10
Ryan Babel,Liverpool,nl,29,M(L),185,85,9(16),954,4,1,1,0,1.2,81.8,0.3,0,0.7,0.5,0.8,0,0.4,0.2,0.1,0,0.7,1,0.3,0.2,1.3,0,14,0.2,0.4,0,2009-10
Lucas Leiva,Liverpool,br,29,"D(C),M(C)",179,74,32(3),2844,0,2,9,0,1,83.6,1.8,2,4.2,2.4,1.8,0,1.9,0.7,0.1,1,1,0.4,1.6,0.1,0.9,0,52.3,0.2,3.8,0.1,2009-10
Nathan Eccleston,Liverpool,eng,25,Forward,177,65,0(1),12,0,0,0,0,0,72.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,2009-10
Albert Riera,Liverpool,es,34,"D(L),M(L)",188,83,9(3),651,0,3,0,0,1.8,79,0.8,0,1,0.8,0.4,0,0.8,0.2,0,0,1.2,1.1,0.4,0.1,1.3,0,23,1.1,0.6,0.2,2009-10
Yossi Benayoun,Liverpool,il,36,M(R),178,70,19(11),1855,6,4,1,0,1.2,81.1,0.6,1,1.4,1.5,0.6,0,0.3,0.6,0,0,1.6,0.8,0.3,0.1,1.5,0,27.2,0.2,0.6,0.2,2009-10
Jamie Carragher,Liverpool,eng,38,D(C),185,76,37,3254,0,0,7,1,0.1,77.6,0.6,0,2.2,1.9,0.8,0.5,6.8,0.4,0.6,0,0.2,0.1,0.6,0,0.1,0,47.4,0.2,5.2,0,2009-10
Daniel Agger,Liverpool,dk,31,D(C),188,79,23,1979,0,0,0,0,1.2,78.6,1.7,1,1.8,2.1,0.6,0.5,5.8,0.2,0.1,0,0.2,0.5,1.3,0,0.1,0,44.1,0,4.8,0,2009-10
Dirk Kuyt,Liverpool,nl,36,"M(CLR),FW",184,77,35(2),3017,9,3,3,0,2.1,74.1,1.7,2,1.3,1.3,1.1,0.1,0.8,0.7,0,0,1.6,0.5,0.9,0.4,1.9,0,42.1,0.4,0.9,0.1,2009-10
Fernando Torres,Liverpool,es,32,FW,185,79,20(2),1718,18,3,5,0,3.6,69.4,1.7,5,0.5,0.1,1.4,0,0.5,0,0.1,0,1,1.4,2.2,1,2.1,0,17.2,0.2,0.3,0.1,2009-10
Stephen Darby,Liverpool,eng,27,Defender,183,75,0(1),1,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009-10
Martin Skrtel,Liverpool,sk,31,D(C),193,81,16(3),1410,1,0,5,0,0.7,80.9,1.1,1,2.1,1.7,1,0.8,6.4,0.4,0.3,0,0.1,0.1,0.7,0,0,0,35.9,0.1,3.7,0,2009-10
Daniel Ayala,Liverpool,,25,D(C),190,81,2(3),235,0,0,0,0,0,81.5,1,0,1.4,0.4,1,0.2,4.6,0.2,0.4,0,0,0.2,0.4,0,0,0,21.6,0,1.8,0,2009-10
Glen Johnson,Liverpool,eng,32,D(LR),178,70,24(1),2141,3,3,1,0,1.1,81.6,0.9,0,3,2.4,1,0.2,2.6,0.8,0.1,1,1.4,2.1,1.2,0,1.2,0,45.4,1.1,2.5,0.1,2009-10
Jay Spearing,Liverpool,eng,27,M(C),171,71,1(2),76,0,0,0,0,0.7,88.9,0,0,0,0.3,0,0,0,0,0,0,0.3,0,0.7,0,0.7,0,18,0,1.7,0,2009-10
Dani Pacheco,Liverpool,es,25,Forward,170,65,0(4),40,0,0,0,0,0.8,78.1,0,0,0.5,0,0,0,0,0.5,0,0,0.3,0.3,0.3,0.3,0.8,0,8,0,0.5,0,2009-10
Fábio Aurélio,Liverpool,br,36,"D(C),FW",178,75,8(6),655,0,1,1,0,0.8,70.8,0.1,0,1.1,0.9,0.6,0.1,1.1,0.5,0.1,0,0.8,0.3,0.3,0.1,0.6,0,22.5,1.1,1.9,0,2009-10
Jack Robinson,Liverpool,,23,"D(L),M(L)",168,64,0(1),2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2009-10
Maxi Rodríguez,Liverpool,ar,35,M(CL),180,75,14(3),1208,1,3,1,0,1.6,82.3,0.6,1,1.5,3.4,0.9,0,0.8,0.3,0.1,0,1.4,0.2,1.5,0.1,1.3,0,36.2,0.2,1.4,0.3,2009-10
José Reina,Liverpool,es,34,GK,188,92,38,3420,0,1,2,0,0,59.9,0.2,2,0,0,0,0,1.1,0.1,0,0,0,0,0.2,0,0,0,27.2,0,7.5,0,2009-10
Steven Gerrard,Liverpool,eng,36,M(C),185,82,32(1),2850,9,7,6,0,3.2,77.7,0.9,6,1.5,1.3,0.8,0,0.8,0.3,0.2,0,2.4,1.1,0.9,0,1,0,51.6,1.8,4.3,0.2,2009-10
Nabil El Zhar,Liverpool,ma,30,M(CLR),175,66,1(2),89,0,0,0,0,1,92.9,0,0,1.3,1.7,0,0,0,0,0,0,0.3,0.3,1,0,1.7,0,9.3,0,0.3,0,2009-10
Philipp Degen,Liverpool,ch,33,D(R),185,81,3(4),328,0,0,1,1,0.3,75.3,0.4,0,1.9,1.1,1.3,0,0.9,0.7,0,0,0.9,0.4,1.9,0.3,0.6,0,21.4,0.6,0.1,0,2009-10
Andrey Voronin,Liverpool,ua,37,"AM(C),FW",174,81,1(7),200,0,1,0,0,0.8,85.2,0.1,0,0.1,0.5,0.4,0,0,0,0,0,1,0,0.4,0,1,0,13.5,0.3,0.6,0.1,2009-10
Emiliano Insúa,Liverpool,ar,27,D(L),180,79,30(1),2722,0,4,1,0,0.6,82.1,0.9,0,2.6,2.3,0.9,0.3,2.6,1.1,0.2,0,1.1,0.9,0.6,0,0.7,0,41.2,0.7,1.4,0,2009-10
Alberto Aquilani,Liverpool,it,32,M(C),186,77,9(9),815,1,6,0,0,1.5,80.9,0.4,0,1.6,0.8,0.5,0,0.2,0.4,0.1,0,0.7,0.3,1.2,0,1.1,0,31.2,0.2,2,0.1,2009-10
Martin Kelly,Liverpool,eng,26,D(LR),191,77,0(1),19,0,0,0,0,1,91.7,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,2009-10
David Ngog,Liverpool,fr,27,FW,190,76,10(14),1013,5,0,1,0,1.7,70.3,0.6,1,0.5,0.4,0.6,0,0.4,0.1,0,0,0.6,0.5,0.9,0.4,1.3,0,12.6,0.1,0,0,2009-10
Sotirios Kyrgiakos,Liverpool,gr,37,"D(L),DMC",193,88,13(1),1193,1,0,1,1,0.9,79.2,4.4,1,1.1,1.6,0.8,0.6,9.3,0.1,0.6,0,0.1,0.1,1.1,0,0.3,0,44.4,0,4.6,0.1,2009-10
Andrea Dossena,Liverpool,it,35,"D(L),M(L)",181,77,1(1),54,0,0,0,0,0.5,62.5,0.5,0,1,0,1,0,0,0,0,0,0,0,0.5,0,1,0,12,0.5,0.5,0,2009-10
Andrew Johnson,Fulham,eng,35,FW,175,64,7(1),598,0,1,0,0,2,70.9,0.6,0,0.6,0.6,1,0,0,0.3,0,0,0.6,0,1.4,1.4,1.6,0,15.9,0.3,0.1,0,2009-10
Bobby Zamora,Fulham,eng,35,FW,185,75,27,2230,8,4,3,0,2.3,66.3,1.9,1,0.5,0.8,2.4,0,1.3,0.4,0,0,1.9,0.1,2.3,1.3,3,0,30.7,0.2,0.4,0.1,2009-10
Clint Dempsey,Fulham,us,33,"M(CL),FW",186,78,27(2),2397,7,3,1,0,3.7,72.3,2.1,2,2.1,1.8,1.2,0,1.1,0.7,0.2,0,0.9,0.4,1.7,0.1,2,0,31.4,0.1,1.1,0.1,2009-10
Diomansy Kamara,Fulham,sn,35,M(L),181,72,5(4),454,1,0,1,0,1,77.7,1,0,1.2,0.4,0.7,0,0.2,0.2,0.1,0,0.9,0.8,1.3,0.2,1.7,0,14.4,0.1,0.3,0.1,2009-10
Kagisho Dikgacoi,Fulham,za,31,M(C),180,76,7(5),587,0,0,1,1,0.5,77,0.8,0,1.8,1.3,0.8,0,1.3,0.4,0.3,0,0.3,0.3,0.4,0,0.6,0,28.7,0,1.8,0,2009-10
David Elm,Fulham,se,33,FW,191,95,3(7),326,1,1,0,0,0.6,79.4,0.4,1,0.9,0.6,1.1,0,0.6,0.5,0.1,0,0.3,0.2,0.8,0.6,0.7,0,13.1,0,0.3,0,2009-10
Chris Smalling,Fulham,eng,26,D(CR),192,81,9(3),870,0,0,0,0,0.4,73.7,2.3,0,1,1.3,0.7,1.1,7.8,0.2,0.6,2,0.1,0.2,0.5,0.2,0.3,0,24.4,0,1.1,0,2009-10
David Stockdale,Fulham,eng,30,GK,191,84,1,90,0,0,0,0,0,47.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,10,0,2009-10
